code,rooms,usage
73,16,"10,346"
1,34,"10,346"
95,13,"10,346"
41,8,"10,346"
1,218,"10,346"
61,13,"10,347"
52,22,"10,347"
47,5,"10,347"
71,61,"10,347"
73,12,"10,348"
61,11,"10,348"
71,12,"10,348"
45,13,"10,348"
42,12,"10,348"
61,28,"10,348"
71,20,"10,348"
27,6,"10,348"
68,10,"10,349"
47,6,"10,349"
52,13,"10,349"
61,10,"10,349"
86,6,"10,349"
13,5,"10,349"
10,6,"10,349"
96,13,"10,350"
1,259,"10,350"
86,5,"10,350"
36,13,"10,350"
52,11,"10,350"
56,14,"10,351"
41,18,"10,351"
91,8,"10,351"
63,17,"10,351"
46,6,"10,352"
10,10,"10,353"
47,14,"10,353"
14,7,"10,353"
71,24,"10,353"
1,60,"10,353"
71,7,"10,353"
1,157,"10,353"
61,15,"10,353"
75,21,"10,354"
61,6,"10,355"
94,8,"10,355"
14,5,"10,356"
13,12,"10,356"
61,5,"10,356"
86,13,"10,356"
41,7,"10,356"
46,16,"10,357"
35,6,"10,357"
41,37,"10,357"
46,6,"10,358"
84,5,"10,358"
61,17,"10,358"
14,6,"10,358"
47,13,"10,359"
52,13,"10,359"
68,16,"10,359"
86,6,"10,359"
61,10,"10,359"
36,7,"10,359"
1,95,"10,360"
1,95,"10,360"
1,91,"10,360"
61,10,"10,360"
84,6,"10,360"
10,7,"10,361"
56,8,"10,361"
55,6,"10,361"
13,10,"10,361"
52,8,"10,362"
47,5,"10,362"
58,10,"10,362"
1,50,"10,362"
45,14,"10,362"
1,22,"10,362"
36,19,"10,363"
68,24,"10,363"
61,8,"10,363"
29,13,"10,363"
72,17,"10,364"
61,30,"10,364"
37,5,"10,364"
56,8,"10,364"
56,6,"10,364"
84,12,"10,364"
1,52,"10,364"
56,8,"10,364"
95,13,"10,364"
76,9,"10,364"
52,7,"10,365"
15,14,"10,365"
61,46,"10,365"
96,23,"10,365"
85,6,"10,366"
47,5,"10,366"
94,12,"10,366"
71,12,"10,366"
55,12,"10,366"
1,56,"10,366"
86,9,"10,366"
1,59,"10,367"
85,5,"10,367"
68,11,"10,367"
96,9,"10,367"
47,5,"10,368"
56,14,"10,368"
46,16,"10,368"
56,10,"10,368"
10,7,"10,369"
85,16,"10,369"
52,6,"10,369"
15,5,"10,369"
86,6,"10,369"
56,9,"10,369"
95,6,"10,369"
46,15,"10,370"
61,22,"10,370"
46,19,"10,371"
22,7,"10,371"
15,10,"10,371"
61,45,"10,371"
41,10,"10,372"
3,18,"10,372"
90,5,"10,372"
52,15,"10,372"
36,5,"10,372"
52,5,"10,372"
35,11,"10,372"
94,14,"10,373"
91,7,"10,373"
47,7,"10,373"
27,10,"10,373"
1,7,"10,373"
61,5,"10,374"
68,12,"10,374"
94,10,"10,375"
94,10,"10,375"
1,52,"10,375"
47,11,"10,375"
52,12,"10,375"
29,15,"10,375"
1,13,"10,375"
95,11,"10,376"
95,14,"10,376"
68,8,"10,376"
47,7,"10,376"
42,8,"10,376"
61,10,"10,376"
1,58,"10,376"
46,12,"10,377"
1,13,"10,377"
86,9,"10,377"
47,9,"10,378"
25,11,"10,378"
73,11,"10,378"
61,26,"10,378"
55,13,"10,378"
42,7,"10,379"
87,5,"10,379"
84,8,"10,379"
3,5,"10,380"
68,6,"10,380"
16,8,"10,380"
10,8,"10,380"
64,5,"10,381"
96,11,"10,381"
61,14,"10,381"
47,6,"10,381"
68,9,"10,381"
42,5,"10,381"
46,15,"10,381"
36,5,"10,381"
38,6,"10,382"
94,7,"10,382"
36,5,"10,382"
33,5,"10,382"
46,6,"10,382"
1,91,"10,382"
84,16,"10,383"
1,102,"10,383"
52,16,"10,383"
95,17,"10,383"
1,83,"10,383"
96,15,"10,383"
52,5,"10,384"
1,137,"10,384"
47,15,"10,384"
75,26,"10,384"
61,15,"10,384"
75,7,"10,385"
29,5,"10,385"
86,6,"10,385"
10,5,"10,385"
61,20,"10,385"
45,6,"10,385"
84,5,"10,385"
91,10,"10,385"
20,6,"10,386"
52,5,"10,386"
64,5,"10,386"
52,19,"10,386"
1,150,"10,386"
16,8,"10,386"
45,8,"10,386"
73,10,"10,387"
47,13,"10,388"
29,5,"10,388"
87,5,"10,388"
22,7,"10,389"
27,6,"10,389"
96,12,"10,389"
56,11,"10,389"
61,11,"10,390"
56,13,"10,390"
52,9,"10,390"
75,19,"10,390"
1,60,"10,390"
1,78,"10,390"
61,7,"10,390"
33,8,"10,390"
47,28,"10,391"
94,5,"10,391"
52,16,"10,391"
61,10,"10,391"
90,13,"10,391"
86,6,"10,391"
52,10,"10,392"
96,14,"10,392"
1,79,"10,392"
45,12,"10,392"
52,18,"10,392"
84,13,"10,392"
1,69,"10,392"
41,11,"10,392"
1,28,"10,392"
1,27,"10,392"
36,6,"10,392"
68,9,"10,393"
35,5,"10,394"
36,20,"10,394"
61,22,"10,394"
76,10,"10,394"
36,5,"10,394"
75,12,"10,394"
86,8,"10,394"
61,17,"10,394"
15,8,"10,394"
1,25,"10,395"
1,55,"10,395"
36,11,"10,395"
47,16,"10,395"
26,5,"10,395"
91,6,"10,396"
61,12,"10,396"
61,24,"10,396"
10,18,"10,396"
72,19,"10,396"
61,5,"10,396"
68,6,"10,397"
52,10,"10,397"
90,8,"10,397"
68,11,"10,397"
10,13,"10,397"
36,6,"10,398"
72,5,"10,398"
47,8,"10,398"
52,12,"10,398"
47,5,"10,398"
34,9,"10,398"
95,5,"10,398"
47,9,"10,399"
46,7,"10,399"
35,17,"10,399"
1,134,"10,399"
10,6,"10,399"
52,22,"10,399"
46,12,"10,399"
73,16,"10,400"
52,14,"10,400"
1,66,"10,400"
46,8,"10,400"
1,68,"10,401"
37,5,"10,401"
99,14,"10,401"
55,8,"10,402"
25,5,"10,402"
1,87,"10,402"
95,15,"10,402"
41,9,"10,402"
13,8,"10,402"
87,8,"10,403"
61,11,"10,403"
1,50,"10,403"
49,5,"10,403"
41,6,"10,403"
1,49,"10,403"
1,103,"10,404"
42,14,"10,404"
42,13,"10,404"
10,6,"10,404"
1,76,"10,404"
27,8,"10,404"
1,62,"10,405"
52,11,"10,405"
96,8,"10,406"
84,9,"10,406"
46,11,"10,406"
46,5,"10,407"
47,10,"10,407"
1,98,"10,407"
52,19,"10,407"
94,12,"10,407"
61,8,"10,407"
25,6,"10,408"
84,9,"10,408"
1,58,"10,408"
75,29,"10,408"
90,5,"10,408"
56,13,"10,409"
75,13,"10,409"
45,10,"10,409"
37,6,"10,410"
84,6,"10,410"
61,8,"10,410"
56,6,"10,410"
61,21,"10,411"
87,12,"10,412"
52,21,"10,412"
37,5,"10,412"
45,13,"10,412"
55,6,"10,413"
75,15,"10,413"
41,5,"10,413"
71,5,"10,413"
95,15,"10,413"
90,7,"10,413"
91,5,"10,414"
61,11,"10,414"
61,11,"10,414"
46,7,"10,414"
87,15,"10,415"
58,7,"10,415"
41,10,"10,415"
61,21,"10,415"
1,74,"10,415"
47,10,"10,415"
84,6,"10,415"
37,13,"10,416"
61,13,"10,416"
68,18,"10,416"
75,29,"10,417"
15,5,"10,417"
25,6,"10,417"
49,8,"10,418"
63,5,"10,418"
64,5,"10,418"
10,12,"10,418"
36,8,"10,418"
46,7,"10,419"
49,9,"10,419"
52,18,"10,420"
61,18,"10,420"
41,16,"10,420"
35,11,"10,421"
1,64,"10,421"
95,12,"10,421"
55,12,"10,421"
46,8,"10,421"
68,9,"10,421"
61,19,"10,422"
68,23,"10,422"
10,8,"10,422"
84,12,"10,423"
18,7,"10,423"
68,19,"10,423"
68,24,"10,424"
94,12,"10,424"
56,9,"10,424"
86,6,"10,424"
84,6,"10,424"
56,9,"10,425"
62,8,"10,425"
26,10,"10,425"
35,23,"10,425"
1,40,"10,425"
84,20,"10,425"
35,7,"10,426"
41,5,"10,426"
85,11,"10,426"
25,8,"10,426"
14,6,"10,427"
55,5,"10,427"
68,22,"10,427"
1,86,"10,427"
52,16,"10,428"
52,10,"10,428"
68,10,"10,428"
55,15,"10,428"
52,23,"10,429"
47,5,"10,429"
94,8,"10,429"
17,7,"10,429"
1,55,"10,429"
36,6,"10,429"
61,10,"10,429"
26,20,"10,430"
1,54,"10,430"
94,9,"10,430"
41,9,"10,431"
84,6,"10,431"
1,55,"10,431"
1,50,"10,431"
1,47,"10,432"
96,8,"10,432"
55,6,"10,432"
84,12,"10,432"
14,7,"10,432"
32,12,"10,433"
94,9,"10,433"
86,8,"10,433"
56,13,"10,433"
41,62,"10,433"
61,20,"10,433"
61,21,"10,434"
1,59,"10,434"
33,6,"10,434"
73,11,"10,434"
28,5,"10,435"
34,8,"10,436"
74,5,"10,436"
94,17,"10,436"
14,7,"10,436"
56,12,"10,437"
64,5,"10,437"
1,6,"10,437"
75,16,"10,437"
52,22,"10,438"
84,16,"10,438"
68,24,"10,438"
22,8,"10,438"
1,97,"10,438"
55,5,"10,438"
52,9,"10,438"
37,8,"10,438"
68,28,"10,439"
52,22,"10,439"
84,5,"10,439"
94,7,"10,439"
61,9,"10,439"
95,11,"10,439"
73,12,"10,440"
76,8,"10,440"
52,17,"10,440"
96,9,"10,440"
73,14,"10,441"
68,19,"10,442"
10,10,"10,442"
71,26,"10,442"
1,124,"10,443"
84,8,"10,443"
52,8,"10,443"
10,5,"10,443"
75,21,"10,443"
46,11,"10,443"
95,14,"10,443"
91,6,"10,444"
1,55,"10,444"
1,102,"10,444"
23,6,"10,444"
33,8,"10,444"
35,6,"10,444"
86,10,"10,444"
95,8,"10,444"
68,13,"10,445"
75,11,"10,445"
42,18,"10,445"
46,8,"10,446"
3,8,"10,446"
29,9,"10,446"
1,16,"10,446"
47,8,"10,446"
86,6,"10,446"
1,47,"10,446"
56,6,"10,447"
36,7,"10,447"
47,6,"10,447"
75,12,"10,447"
1,100,"10,448"
84,41,"10,448"
87,7,"10,449"
91,10,"10,449"
36,5,"10,449"
46,14,"10,449"
1,74,"10,449"
71,5,"10,450"
87,5,"10,450"
45,8,"10,450"
87,15,"10,450"
36,10,"10,451"
56,11,"10,451"
52,22,"10,451"
47,6,"10,451"
1,37,"10,451"
1,52,"10,451"
75,17,"10,452"
61,13,"10,452"
47,17,"10,452"
96,6,"10,453"
61,18,"10,453"
61,6,"10,453"
17,7,"10,453"
56,11,"10,453"
75,16,"10,454"
46,9,"10,454"
1,64,"10,454"
90,6,"10,455"
1,77,"10,455"
75,18,"10,455"
84,26,"10,455"
52,6,"10,455"
45,8,"10,456"
94,5,"10,456"
36,8,"10,456"
28,8,"10,456"
35,7,"10,456"
1,49,"10,456"
52,8,"10,456"
31,9,"10,457"
61,10,"10,457"
32,5,"10,457"
35,12,"10,457"
1,49,"10,457"
42,26,"10,457"
68,7,"10,458"
1,88,"10,458"
75,19,"10,458"
56,11,"10,458"
1,45,"10,458"
56,7,"10,458"
72,9,"10,458"
41,11,"10,459"
61,20,"10,459"
68,18,"10,459"
41,22,"10,459"
37,8,"10,460"
33,7,"10,460"
61,6,"10,460"
52,11,"10,460"
1,369,"10,461"
95,7,"10,461"
72,17,"10,461"
46,22,"10,461"
68,28,"10,462"
1,121,"10,463"
84,16,"10,463"
61,13,"10,463"
52,26,"10,463"
61,13,"10,463"
41,69,"10,463"
47,6,"10,463"
52,7,"10,463"
46,12,"10,463"
56,8,"10,464"
41,14,"10,464"
96,8,"10,464"
52,11,"10,464"
61,5,"10,465"
36,8,"10,465"
52,38,"10,465"
1,89,"10,466"
56,6,"10,466"
64,5,"10,466"
1,59,"10,466"
26,5,"10,466"
35,6,"10,467"
10,5,"10,467"
84,16,"10,467"
46,10,"10,467"
75,13,"10,467"
1,51,"10,467"
94,8,"10,467"
41,10,"10,468"
47,5,"10,468"
47,5,"10,468"
94,5,"10,468"
1,122,"10,468"
96,18,"10,469"
14,5,"10,469"
86,6,"10,470"
56,17,"10,470"
1,60,"10,470"
68,7,"10,470"
35,22,"10,471"
90,8,"10,471"
1,79,"10,471"
84,6,"10,471"
84,8,"10,471"
10,5,"10,471"
52,17,"10,471"
61,24,"10,471"
52,18,"10,472"
61,18,"10,472"
95,5,"10,472"
68,11,"10,472"
46,7,"10,472"
10,10,"10,472"
84,11,"10,473"
41,31,"10,473"
29,9,"10,473"
45,7,"10,473"
1,117,"10,473"
94,10,"10,473"
75,7,"10,473"
10,6,"10,474"
61,27,"10,474"
36,5,"10,474"
52,24,"10,475"
91,6,"10,475"
56,11,"10,475"
56,8,"10,475"
95,8,"10,476"
75,15,"10,476"
61,29,"10,476"
84,6,"10,476"
41,5,"10,476"
47,12,"10,476"
1,72,"10,476"
75,8,"10,476"
61,17,"10,477"
37,7,"10,477"
68,8,"10,477"
47,17,"10,478"
68,15,"10,478"
95,8,"10,478"
1,68,"10,478"
3,25,"10,478"
86,10,"10,478"
47,11,"10,479"
84,61,"10,479"
52,9,"10,479"
68,15,"10,479"
94,9,"10,480"
96,17,"10,480"
26,7,"10,480"
61,16,"10,481"
76,12,"10,481"
17,7,"10,481"
16,14,"10,481"
41,7,"10,482"
1,117,"10,482"
61,25,"10,482"
61,23,"10,482"
46,14,"10,482"
84,7,"10,483"
71,21,"10,483"
91,9,"10,483"
61,11,"10,483"
55,5,"10,483"
95,6,"10,483"
10,9,"10,484"
68,9,"10,485"
56,13,"10,485"
13,5,"10,485"
75,14,"10,485"
94,12,"10,486"
47,11,"10,486"
96,8,"10,486"
75,5,"10,487"
76,6,"10,487"
47,14,"10,487"
1,61,"10,487"
91,8,"10,487"
87,9,"10,487"
46,9,"10,488"
47,10,"10,488"
52,6,"10,488"
47,15,"10,488"
68,13,"10,488"
52,12,"10,488"
47,6,"10,488"
61,25,"10,489"
46,14,"10,489"
22,7,"10,489"
46,8,"10,489"
52,11,"10,490"
1,72,"10,490"
95,6,"10,490"
90,9,"10,491"
52,12,"10,491"
13,8,"10,491"
46,15,"10,491"
56,7,"10,491"
1,71,"10,492"
52,12,"10,492"
61,19,"10,492"
45,9,"10,492"
61,11,"10,492"
46,11,"10,492"
1,49,"10,492"
10,7,"10,492"
1,118,"10,492"
91,5,"10,492"
73,10,"10,493"
95,12,"10,493"
25,5,"10,493"
55,7,"10,493"
86,11,"10,493"
95,10,"10,494"
71,10,"10,494"
45,7,"10,494"
3,7,"10,494"
1,65,"10,494"
52,14,"10,494"
68,6,"10,495"
94,12,"10,495"
37,6,"10,496"
27,5,"10,496"
10,8,"10,496"
94,7,"10,496"
84,10,"10,496"
61,12,"10,496"
1,127,"10,497"
68,8,"10,498"
14,6,"10,498"
86,10,"10,498"
68,15,"10,498"
86,9,"10,498"
68,9,"10,499"
61,26,"10,499"
46,7,"10,499"
61,17,"10,499"
68,26,"10,499"
61,16,"10,499"
52,12,"10,499"
87,12,"10,499"
52,5,"10,500"
86,8,"10,500"
41,14,"10,500"
52,34,"10,500"
1,44,"10,500"
86,10,"10,500"
56,13,"10,501"
27,7,"10,501"
35,6,"10,501"
52,19,"10,502"
75,17,"10,502"
56,10,"10,502"
95,21,"10,502"
56,14,"10,503"
10,11,"10,503"
96,13,"10,503"
68,14,"10,503"
36,11,"10,503"
46,7,"10,503"
46,11,"10,503"
75,17,"10,503"
22,8,"10,503"
45,5,"10,504"
52,5,"10,504"
37,5,"10,504"
35,5,"10,504"
73,11,"10,504"
96,8,"10,504"
1,55,"10,505"
52,16,"10,506"
41,17,"10,506"
52,17,"10,506"
1,53,"10,506"
3,5,"10,506"
94,10,"10,507"
1,124,"10,507"
96,11,"10,507"
94,9,"10,507"
56,5,"10,507"
35,10,"10,508"
95,10,"10,508"
55,6,"10,508"
1,186,"10,508"
94,5,"10,508"
52,26,"10,508"
1,51,"10,508"
56,19,"10,508"
46,8,"10,509"
52,18,"10,509"
1,129,"10,510"
1,60,"10,510"
52,6,"10,510"
47,8,"10,510"
10,6,"10,510"
71,12,"10,510"
95,15,"10,511"
14,6,"10,511"
41,22,"10,511"
61,21,"10,511"
75,30,"10,511"
87,6,"10,511"
36,7,"10,511"
86,5,"10,512"
10,6,"10,512"
33,13,"10,512"
74,6,"10,512"
46,13,"10,513"
14,7,"10,513"
46,13,"10,513"
90,12,"10,513"
68,12,"10,513"
1,67,"10,513"
42,15,"10,514"
1,97,"10,514"
52,7,"10,514"
1,165,"10,515"
84,9,"10,515"
64,5,"10,515"
56,11,"10,515"
52,18,"10,515"
75,24,"10,515"
23,6,"10,515"
56,7,"10,516"
61,19,"10,516"
36,13,"10,516"
41,18,"10,517"
68,14,"10,517"
91,7,"10,517"
94,9,"10,517"
1,115,"10,518"
3,5,"10,518"
10,6,"10,518"
75,53,"10,519"
1,15,"10,519"
52,6,"10,519"
35,5,"10,519"
36,5,"10,519"
86,5,"10,520"
75,9,"10,521"
41,10,"10,521"
91,10,"10,521"
52,14,"10,521"
1,223,"10,521"
52,18,"10,521"
64,5,"10,522"
84,5,"10,522"
61,18,"10,522"
25,5,"10,522"
46,9,"10,522"
47,12,"10,522"
73,7,"10,522"
94,9,"10,522"
41,19,"10,522"
52,15,"10,523"
47,10,"10,523"
68,21,"10,523"
41,12,"10,523"
87,15,"10,523"
47,9,"10,524"
42,9,"10,525"
1,5,"10,525"
1,154,"10,525"
71,12,"10,525"
52,8,"10,525"
84,5,"10,525"
84,17,"10,526"
73,8,"10,526"
1,81,"10,526"
61,10,"10,526"
75,23,"10,526"
61,23,"10,526"
75,13,"10,526"
52,10,"10,526"
1,25,"10,526"
94,10,"10,527"
46,10,"10,527"
91,8,"10,527"
68,20,"10,527"
61,7,"10,527"
36,9,"10,527"
41,12,"10,527"
42,9,"10,528"
61,18,"10,528"
52,7,"10,528"
94,9,"10,528"
14,6,"10,528"
52,9,"10,528"
68,15,"10,529"
68,19,"10,529"
1,85,"10,529"
73,11,"10,529"
84,11,"10,529"
96,14,"10,530"
13,8,"10,530"
52,20,"10,531"
71,23,"10,531"
42,16,"10,531"
1,75,"10,531"
84,9,"10,531"
73,10,"10,533"
94,5,"10,533"
36,7,"10,533"
11,6,"10,533"
46,11,"10,533"
52,5,"10,533"
61,10,"10,534"
52,11,"10,534"
75,17,"10,534"
1,112,"10,535"
63,16,"10,535"
91,7,"10,535"
36,8,"10,535"
84,35,"10,535"
56,13,"10,536"
61,19,"10,536"
45,21,"10,536"
37,25,"10,536"
75,22,"10,536"
94,5,"10,536"
1,120,"10,537"
46,10,"10,537"
25,8,"10,537"
56,9,"10,538"
46,9,"10,538"
61,21,"10,538"
95,6,"10,538"
84,10,"10,539"
29,6,"10,539"
71,16,"10,539"
14,10,"10,539"
47,8,"10,540"
52,20,"10,540"
61,6,"10,540"
1,109,"10,541"
10,7,"10,541"
55,5,"10,541"
24,8,"10,541"
26,5,"10,541"
1,57,"10,541"
42,5,"10,542"
36,8,"10,542"
73,5,"10,542"
68,23,"10,542"
96,19,"10,542"
36,5,"10,542"
33,6,"10,543"
27,5,"10,543"
61,16,"10,543"
1,117,"10,543"
1,95,"10,543"
52,8,"10,543"
1,104,"10,544"
35,9,"10,545"
61,29,"10,545"
10,7,"10,545"
10,15,"10,545"
74,10,"10,546"
75,27,"10,546"
94,8,"10,546"
16,8,"10,546"
64,6,"10,547"
56,10,"10,547"
90,10,"10,547"
61,18,"10,547"
61,12,"10,547"
28,9,"10,547"
84,68,"10,548"
56,9,"10,548"
1,39,"10,548"
95,11,"10,549"
68,20,"10,549"
61,12,"10,549"
10,8,"10,550"
14,5,"10,550"
45,6,"10,551"
75,23,"10,551"
14,13,"10,551"
49,7,"10,552"
61,27,"10,552"
47,9,"10,552"
26,7,"10,552"
61,13,"10,553"
14,7,"10,553"
96,19,"10,553"
75,11,"10,553"
52,21,"10,553"
42,11,"10,553"
60,15,"10,554"
1,167,"10,555"
68,18,"10,555"
61,11,"10,555"
15,5,"10,555"
41,8,"10,555"
1,69,"10,555"
68,22,"10,555"
23,8,"10,555"
1,245,"10,556"
36,7,"10,556"
42,12,"10,556"
56,10,"10,556"
95,10,"10,556"
37,6,"10,557"
47,15,"10,557"
87,11,"10,558"
91,9,"10,558"
90,5,"10,558"
52,5,"10,558"
61,15,"10,558"
1,93,"10,558"
41,105,"10,558"
1,71,"10,559"
75,19,"10,559"
61,7,"10,559"
46,12,"10,560"
94,9,"10,560"
94,8,"10,560"
55,6,"10,560"
75,24,"10,560"
47,5,"10,561"
52,30,"10,561"
35,30,"10,561"
84,7,"10,562"
61,6,"10,562"
1,103,"10,562"
1,104,"10,562"
27,5,"10,562"
94,9,"10,562"
46,12,"10,562"
1,37,"10,562"
91,10,"10,563"
96,13,"10,563"
46,9,"10,563"
84,9,"10,563"
46,8,"10,563"
17,5,"10,564"
90,5,"10,564"
52,7,"10,564"
64,5,"10,564"
86,5,"10,564"
55,6,"10,564"
72,73,"10,564"
41,21,"10,564"
1,86,"10,565"
68,17,"10,565"
90,7,"10,565"
42,10,"10,566"
95,6,"10,566"
68,17,"10,566"
85,7,"10,567"
86,6,"10,567"
34,13,"10,568"
18,5,"10,568"
85,17,"10,568"
52,23,"10,569"
52,15,"10,569"
95,10,"10,569"
1,78,"10,569"
68,10,"10,569"
45,6,"10,569"
47,8,"10,570"
32,5,"10,570"
42,5,"10,570"
96,17,"10,570"
61,14,"10,570"
75,21,"10,570"
96,12,"10,571"
41,6,"10,571"
10,7,"10,571"
68,15,"10,571"
94,10,"10,572"
1,50,"10,572"
36,7,"10,572"
52,23,"10,573"
94,11,"10,573"
56,8,"10,573"
87,14,"10,573"
29,5,"10,574"
61,23,"10,574"
27,7,"10,574"
29,10,"10,574"
46,15,"10,574"
36,13,"10,575"
52,15,"10,575"
56,10,"10,575"
87,15,"10,575"
46,20,"10,576"
37,16,"10,576"
94,5,"10,576"
35,22,"10,577"
95,10,"10,577"
52,30,"10,577"
73,10,"10,577"
52,10,"10,578"
55,13,"10,578"
27,5,"10,578"
87,9,"10,579"
36,10,"10,579"
52,21,"10,579"
91,8,"10,579"
56,8,"10,579"
46,13,"10,579"
60,5,"10,580"
10,7,"10,580"
10,6,"10,580"
70,6,"10,580"
46,12,"10,580"
68,32,"10,581"
71,26,"10,581"
61,12,"10,581"
37,9,"10,582"
64,9,"10,582"
91,15,"10,582"
47,14,"10,582"
1,47,"10,582"
3,17,"10,582"
62,11,"10,583"
26,12,"10,583"
52,17,"10,583"
1,65,"10,583"
61,15,"10,584"
46,13,"10,584"
46,12,"10,584"
68,6,"10,584"
76,9,"10,584"
49,23,"10,585"
47,6,"10,585"
61,12,"10,585"
61,15,"10,585"
90,14,"10,585"
61,14,"10,585"
52,18,"10,585"
10,7,"10,585"
64,7,"10,585"
94,17,"10,585"
96,6,"10,586"
56,6,"10,586"
84,13,"10,586"
95,15,"10,587"
94,13,"10,587"
75,16,"10,587"
35,11,"10,587"
47,11,"10,587"
17,5,"10,588"
1,30,"10,588"
86,5,"10,588"
35,9,"10,589"
13,5,"10,589"
56,5,"10,589"
96,16,"10,589"
35,8,"10,590"
56,8,"10,590"
61,5,"10,590"
87,13,"10,590"
41,7,"10,590"
95,5,"10,590"
47,14,"10,590"
84,5,"10,590"
91,9,"10,591"
37,8,"10,591"
29,12,"10,591"
52,9,"10,591"
46,11,"10,591"
52,20,"10,591"
68,16,"10,591"
68,21,"10,591"
10,6,"10,591"
95,9,"10,592"
1,165,"10,592"
61,11,"10,592"
46,13,"10,592"
47,6,"10,592"
94,6,"10,592"
36,16,"10,592"
95,8,"10,593"
61,29,"10,593"
1,107,"10,593"
56,8,"10,593"
61,12,"10,593"
27,5,"10,593"
37,5,"10,593"
84,33,"10,593"
29,13,"10,593"
1,105,"10,594"
36,16,"10,594"
1,20,"10,594"
61,10,"10,594"
84,95,"10,595"
55,6,"10,595"
73,12,"10,595"
47,8,"10,595"
96,12,"10,596"
61,5,"10,596"
87,5,"10,596"
56,11,"10,596"
61,14,"10,596"
86,6,"10,597"
96,12,"10,597"
84,10,"10,598"
1,104,"10,598"
61,8,"10,598"
68,8,"10,598"
49,5,"10,598"
60,15,"10,598"
52,13,"10,599"
94,11,"10,599"
96,17,"10,599"
70,7,"10,599"
86,5,"10,599"
87,5,"10,600"
45,6,"10,600"
52,19,"10,600"
1,101,"10,600"
33,9,"10,600"
1,22,"10,600"
25,7,"10,600"
61,9,"10,600"
52,8,"10,601"
86,8,"10,601"
87,13,"10,601"
56,13,"10,601"
94,6,"10,602"
1,49,"10,602"
56,12,"10,602"
36,9,"10,602"
64,6,"10,602"
1,79,"10,602"
1,81,"10,603"
52,48,"10,603"
10,5,"10,603"
1,41,"10,603"
68,19,"10,603"
14,6,"10,603"
1,35,"10,604"
52,5,"10,604"
56,6,"10,604"
61,18,"10,605"
61,11,"10,605"
10,7,"10,605"
1,76,"10,605"
49,8,"10,605"
20,6,"10,605"
68,11,"10,606"
75,22,"10,606"
1,67,"10,606"
41,15,"10,606"
95,11,"10,606"
75,22,"10,606"
56,11,"10,606"
25,11,"10,607"
46,9,"10,607"
61,7,"10,607"
52,7,"10,608"
87,10,"10,608"
1,56,"10,608"
55,8,"10,608"
41,26,"10,609"
56,14,"10,609"
94,7,"10,609"
84,9,"10,609"
52,11,"10,609"
23,13,"10,609"
1,50,"10,609"
37,7,"10,610"
61,23,"10,610"
68,16,"10,610"
86,11,"10,611"
52,14,"10,611"
96,11,"10,612"
46,15,"10,612"
47,11,"10,612"
68,15,"10,612"
3,16,"10,612"
1,15,"10,612"
87,8,"10,613"
14,5,"10,613"
84,29,"10,613"
61,11,"10,614"
1,52,"10,614"
87,5,"10,614"
95,14,"10,614"
94,7,"10,615"
96,11,"10,615"
1,143,"10,616"
1,293,"10,616"
56,12,"10,616"
42,5,"10,616"
52,26,"10,617"
41,6,"10,617"
27,10,"10,617"
10,5,"10,617"
60,16,"10,618"
27,12,"10,618"
94,18,"10,618"
36,6,"10,618"
26,9,"10,618"
52,18,"10,618"
71,14,"10,618"
73,7,"10,618"
61,20,"10,619"
94,6,"10,619"
42,17,"10,619"
1,70,"10,619"
41,6,"10,619"
13,7,"10,619"
75,15,"10,620"
56,7,"10,620"
68,16,"10,620"
56,11,"10,621"
47,13,"10,621"
75,34,"10,621"
47,8,"10,622"
52,23,"10,622"
96,19,"10,622"
15,6,"10,622"
55,15,"10,623"
68,20,"10,623"
61,14,"10,623"
46,7,"10,624"
56,9,"10,624"
85,15,"10,624"
94,6,"10,624"
94,10,"10,624"
47,11,"10,625"
28,12,"10,625"
91,6,"10,625"
86,7,"10,625"
23,7,"10,626"
1,108,"10,626"
52,24,"10,626"
91,5,"10,626"
52,16,"10,626"
1,31,"10,627"
75,12,"10,627"
75,10,"10,627"
61,17,"10,627"
94,16,"10,627"
71,12,"10,628"
1,69,"10,628"
35,5,"10,628"
3,7,"10,628"
75,20,"10,628"
75,16,"10,628"
56,7,"10,628"
96,16,"10,628"
68,13,"10,628"
84,25,"10,628"
52,16,"10,629"
91,10,"10,629"
90,8,"10,629"
47,7,"10,629"
45,5,"10,629"
94,5,"10,630"
61,8,"10,630"
61,13,"10,630"
10,7,"10,630"
68,16,"10,631"
1,113,"10,631"
86,9,"10,631"
61,14,"10,631"
61,8,"10,631"
84,5,"10,632"
47,18,"10,632"
55,9,"10,632"
68,12,"10,633"
10,9,"10,634"
52,11,"10,634"
96,14,"10,635"
1,102,"10,635"
91,9,"10,635"
46,5,"10,635"
1,65,"10,635"
68,11,"10,635"
52,6,"10,636"
1,66,"10,636"
15,7,"10,636"
37,8,"10,636"
95,5,"10,636"
61,14,"10,637"
56,8,"10,637"
1,72,"10,637"
96,14,"10,637"
87,10,"10,637"
56,11,"10,637"
94,7,"10,638"
46,9,"10,638"
33,6,"10,638"
76,15,"10,638"
84,22,"10,638"
61,15,"10,638"
87,7,"10,639"
1,68,"10,639"
75,18,"10,639"
61,11,"10,639"
61,6,"10,639"
46,11,"10,639"
96,20,"10,639"
70,85,"10,639"
10,7,"10,639"
1,122,"10,640"
52,5,"10,640"
84,98,"10,640"
